"ID","Producto","Fabricante","Familia","Marca","Código de barras","Troquel","Código externo","Habilitado","Nodo Habilitado","Estado","Nodo","Acciones"
"100100000000109132","ALFAMINO PVO X 400G","NESTLE","FORMULA DE CONTINUACION           (ALIM)","ALFAMINO","8445290953681","","A89009287","SI","FTW","1","FTW",""
"966431","ALFARE LATA X 400 G","NESTLE","FORMULA HIPOALERGENICA            (ALIM)","ALFARE","7613036064590","","A88886488","SI","FTW","1","FTW",""
"100100000000056437","{ALITRAQ ENV X 456 G","ABBOTT NUTRICION","DIETA ELEMENTAL C/GLUTAMINA       (ALIM)","ALITRAQ","7790440506301","3757921","A00100011","SI","FTW","3","FTW",""
"100100000000069101","{ALITRAQ SOB VAI 6UNID X 76G","ABBOTT NUTRICION","DIETA ELEMENTAL C/GLUTAMINA       (ALIM)","ALITRAQ","8427030005720","","A88967306","SI","FTW","3","FTW",""
"680160","{ALIVIT ENV X 300 G","{UNANUT","","ALIVIT","7794558000348","","A88822637","SI","FTW","3","FTW",""
"1008663","{ALTHERA NF ENV X 450G","NESTLE HEALTH SCIENCE","FORMULA HIPOALERGENICA            (ALIM)","ALTHERA","7613031921379","","A88895030","SI","FTW","3","FTW",""
"745713","{APPE-TRIM PVO X430G+ COMPX21","ASOFARMA","","","","","A55501301","SI","FTW","3","FTW",""
"100100000000093533","{APROTEN ANELLINI ENV X 500 G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040079034","","A88992512","SI","FTW","3","FTW",""
"100100000000093807","APROTEN ARROZ SUSTITUTO X500G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040420423","","A88994721","SI","FTW","1","FTW",""
"100100000000093535","APROTEN BIZCOCHO CACAO  X180G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040100820","","A88992536","SI","FTW","1","FTW",""
"100100000000191724","APROTEN BIZCOCHO FRUTA  X200G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040420331","","A50072996","SI","FTW","1","FTW",""
"100100000000093538","APROTEN BIZCOCHO VAINIL X180G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040420300","","A88992538","SI","FTW","1","FTW",""
"100100000000191725","APROTEN BURGUER MIX  4U X 62G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","700315605821","","A50072994","SI","FTW","1","FTW",""
"100100000000093547","APROTEN FIDEO FUSILE    X500G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040420478","","A88992544","SI","FTW","1","FTW",""
"100100000000093548","APROTEN FIDEO PENNE     X500G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040420461","","A88992545","SI","FTW","1","FTW",""
"100100000000093549","APROTEN FIDEO SPAGUETTI X500G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040078709","","A88992546","SI","FTW","1","FTW",""
"100100000000093557","APROTEN GRISSINI    ENV X150G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040079829","","A88992552","SI","FTW","1","FTW",""
"100100000000093900","APROTEN HARINA          X500G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040421222","","A88994800","SI","FTW","1","FTW",""
"100100000000137347","APROTEN OBLEAS CHOCOLA  X175G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040422953","","A50025623","SI","FTW","1","FTW",""
"100100000000097809","APROTEN OBLEAS VAINILLA X175G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040422946","","A88998089","SI","FTW","1","FTW",""
"100100000000094055","APROTEN PAN BIZCOCHADO  X280G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040413562","","A88994942","SI","FTW","1","FTW",""
"100100000000097807","APROTEN RIGATINI  X500G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040420515","","A88998085","SI","FTW","1","FTW",""
"100100000000093805","APROTEN TAGLIATELLE ENV X250G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040420560","","A88994720","SI","FTW","1","FTW",""
"100100000000093803","APROTEN TOSTADAS FETAS  X250G","B-LIFE","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","APROTEN","8001040099162","","A88994718","SI","FTW","1","FTW",""
"100100000000200545","BI1 ALISENOC VAINI 200 ML X 3","INFINITY PHARMA","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","BI1","8470005050911","","A50081629","SI","FTW","1","FTW",""
"100100000000200544","BI1 DIACARE HPHC VAIN 200MLX3","INFINITY PHARMA","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","BI1","8470005048123","","A50081628","SI","FTW","1","FTW",""
"100100000000200542","BI1 DIACARE VAINI 200 ML X 3","INFINITY PHARMA","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","BI1","8470005045290","","A50081625","SI","FTW","1","FTW",""
"100100000000200742","BI1 ESPESANTE LATA X 300G","INFINITY PHARMA","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","BI1","8470005047867","","A50081830","SI","FTW","1","FTW",""
"100100000000200543","BI1 GLUTAMIN SOB X 30","INFINITY PHARMA","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","BI1","8470001827210","","A50081626","SI","FTW","1","FTW",""
"100100000000200541","BI1 HP FIBRA CAPUC 200 ML X 3","INFINITY PHARMA","ALIMENTO PROPOS.MEDICO ESPECIF.   (ALIM)","BI1","8470005049328","","A50081624","SI","FTW","1","FTW",""
